,no_bab,nama_bab,no_bagian,nama_bagian,no_paragraf,nama_paragraf,no_pasal,no_ayat,isi_ayat,pasal_ayat,penjelasan_pasal,no_ayat_y,penjelasan,nomor_uu,tahun_uu
41,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN KEUANGAN",,,,,16,4," Apabila Kabupaten Banggai Kepulauan tidak memenuhi
kesanggupannya memberikan hibah sesuai ketentuan sebagaimana
dimaksud pada ayat (1), Pemerintah mengurangi penerimaan dana
perimbangan dari Kabupaten Banggai Kepulauan untuk diberikan
kepada Pemerintah Kabupaten Banggai Laut.",16-4,"Ayat (1)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Bupati Banggai Kepulauan
Nomor 135 Tahun 2010 tanggal 31 Mei 2010 dan Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Banggai
Kepulauan Nomor 15/KPTS/DPRD/2010 tanggal 26 Mei
2010, serta untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Banggai Laut pertama kali sesuai dengan Keputusan
Bupati Banggai Kepulauan Nomor 136 Tahun 2010 tanggal
31 Mei 2010 dan Keputusan Dewan Perwakilan Rakyat
Daerah Kabupaten Banggai Kepulauan Nomor
16/KPTS/DPRD/2010 tanggal 26 Mei 2010.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Gubernur Sulawesi Tengah
Nomor 135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus
2010 dan Keputusan Dewan Perwakilan Rakyat Daerah
Provinsi Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4
Desember 2008 serta untuk pelaksanaan pemilihan Bupati
dan Wakil Bupati Banggai Laut pertama kali sesuai dengan
Keputusan Gubernur Sulawesi Tengah Nomor
135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus 2010
dan Keputusan Dewan Perwakilan Rakyat Daerah Provinsi
Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4 Desember
2008.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",4,"Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.",5,2013
42,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN KEUANGAN",,,,,16,5," Apabila Provinsi Sulawesi Tengah tidak memenuhi kesanggupannya
memberikan bantuan dana sesuai ketentuan sebagaimana dimaksud
pada ayat (2), Pemerintah mengurangi penerimaan dana perimbangan
dari Provinsi Sulawesi Tengah untuk diberikan kepada Pemerintah
Kabupaten Banggai Laut.",16-5,"Ayat (1)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Bupati Banggai Kepulauan
Nomor 135 Tahun 2010 tanggal 31 Mei 2010 dan Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Banggai
Kepulauan Nomor 15/KPTS/DPRD/2010 tanggal 26 Mei
2010, serta untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Banggai Laut pertama kali sesuai dengan Keputusan
Bupati Banggai Kepulauan Nomor 136 Tahun 2010 tanggal
31 Mei 2010 dan Keputusan Dewan Perwakilan Rakyat
Daerah Kabupaten Banggai Kepulauan Nomor
16/KPTS/DPRD/2010 tanggal 26 Mei 2010.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Gubernur Sulawesi Tengah
Nomor 135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus
2010 dan Keputusan Dewan Perwakilan Rakyat Daerah
Provinsi Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4
Desember 2008 serta untuk pelaksanaan pemilihan Bupati
dan Wakil Bupati Banggai Laut pertama kali sesuai dengan
Keputusan Gubernur Sulawesi Tengah Nomor
135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus 2010
dan Keputusan Dewan Perwakilan Rakyat Daerah Provinsi
Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4 Desember
2008.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",5,"Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.",5,2013
43,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN KEUANGAN",,,,,16,6," Penjabat Bupati Banggai Laut menyampaikan laporan
pertanggungjawaban realisasi penggunaan hibah sebagaimana
dimaksud pada ayat (1) kepada Bupati Banggai Kepulauan.",16-6,"Ayat (1)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Bupati Banggai Kepulauan
Nomor 135 Tahun 2010 tanggal 31 Mei 2010 dan Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Banggai
Kepulauan Nomor 15/KPTS/DPRD/2010 tanggal 26 Mei
2010, serta untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Banggai Laut pertama kali sesuai dengan Keputusan
Bupati Banggai Kepulauan Nomor 136 Tahun 2010 tanggal
31 Mei 2010 dan Keputusan Dewan Perwakilan Rakyat
Daerah Kabupaten Banggai Kepulauan Nomor
16/KPTS/DPRD/2010 tanggal 26 Mei 2010.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Gubernur Sulawesi Tengah
Nomor 135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus
2010 dan Keputusan Dewan Perwakilan Rakyat Daerah
Provinsi Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4
Desember 2008 serta untuk pelaksanaan pemilihan Bupati
dan Wakil Bupati Banggai Laut pertama kali sesuai dengan
Keputusan Gubernur Sulawesi Tengah Nomor
135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus 2010
dan Keputusan Dewan Perwakilan Rakyat Daerah Provinsi
Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4 Desember
2008.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",6,Cukup jelas.,5,2013
44,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN KEUANGAN",,,,,16,7," Penjabat Bupati Banggai Laut menyampaikan laporan
pertanggungjawaban realisasi penggunaan dana hibah dan dana
bantuan sebagaimana dimaksud pada ayat (1) dan ayat (2) kepada
Gubernur Sulawesi Tengah.",16-7,"Ayat (1)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Bupati Banggai Kepulauan
Nomor 135 Tahun 2010 tanggal 31 Mei 2010 dan Keputusan
Dewan Perwakilan Rakyat Daerah Kabupaten Banggai
Kepulauan Nomor 15/KPTS/DPRD/2010 tanggal 26 Mei
2010, serta untuk pelaksanaan pemilihan Bupati dan Wakil
Bupati Banggai Laut pertama kali sesuai dengan Keputusan
Bupati Banggai Kepulauan Nomor 136 Tahun 2010 tanggal
31 Mei 2010 dan Keputusan Dewan Perwakilan Rakyat
Daerah Kabupaten Banggai Kepulauan Nomor
16/KPTS/DPRD/2010 tanggal 26 Mei 2010.
Ayat (2)
Yang dimaksud dengan memberikan bantuan dana dalam
ketentuan ini adalah pemberian sejumlah dana yang
didasarkan pada Keputusan Gubernur Sulawesi Tengah
Nomor 135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus
2010 dan Keputusan Dewan Perwakilan Rakyat Daerah
Provinsi Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4
Desember 2008 serta untuk pelaksanaan pemilihan Bupati
dan Wakil Bupati Banggai Laut pertama kali sesuai dengan
Keputusan Gubernur Sulawesi Tengah Nomor
135/505/RO.ADM PUM-G.ST/2010 tanggal 9 Agustus 2010
dan Keputusan Dewan Perwakilan Rakyat Daerah Provinsi
Sulawesi Tengah Nomor 30/DPRD2008 tanggal 4 Desember
2008.
Ayat (3)
Cukup jelas.
Ayat (4)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (5)
Pengurangan penerimaan dana perimbangan sesuai
mekanisme yang diatur dalam Peraturan Menteri Keuangan
mengenai tata cara pemotongan dana alokasi umum dan
dana bagi hasil daerah induk/provinsi yang tidak memenuhi
kewajiban hibah/bantuan pendanaan kepada daerah otonom
baru.
Ayat (6)
Cukup jelas.
Ayat (7)
Cukup jelas.",7,Cukup jelas.,5,2013
45,VI,"PENDAPATAN, ALOKASI DANA PERIMBANGAN,
HIBAH, DAN BANTUAN KEUANGAN",,,,,17,,"Penjabat Bupati Banggai Laut berkewajiban melakukan penatausahaan
keuangan daerah sesuai dengan peraturan perundang-undangan.",17-,Cukup jelas.,,Cukup jelas.,5,2013
46,VII,PEMBINAAN,,,,,18,1," Untuk mengefektifkan penyelenggaraan pemerintahan daerah,
Pemerintah dan Pemerintah Provinsi Sulawesi Tengah melakukan
pembinaan dan fasilitasi secara khusus terhadap Kabupaten Banggai
Laut dalam waktu 3 (tiga) tahun sejak diresmikan.",18-1,Cukup jelas.,,,5,2013
47,VII,PEMBINAAN,,,,,18,2," Pemerintah bersama Gubernur Sulawesi Tengah melakukan evaluasi
terhadap penyelenggaraan Pemerintahan Kabupaten Banggai Laut
sesuai peraturan perundang-undangan.",18-2,Cukup jelas.,,,5,2013
48,VII,PEMBINAAN,,,,,18,3," Hasil evaluasi sebagaimana dimaksud pada ayat (2) dijadikan acuan
kebijakan lebih lanjut oleh Pemerintah dan/atau Gubernur Sulawesi
Tengah sesuai dengan peraturan perundang-undangan.",18-3,Cukup jelas.,,,5,2013
49,VIII,KETENTUAN PERALIHAN,,,,,19,1," Sebelum terbentuknya Dewan Perwakilan Rakyat Daerah Kabupaten
Banggai Laut berdasarkan hasil Pemilihan Umum Tahun 2014,
Penjabat Bupati Banggai Laut menyusun Rancangan Peraturan Bupati
tentang Anggaran Pendapatan dan Belanja Daerah Kabupaten Banggai
Laut untuk tahun anggaran berikutnya.",19-1,Cukup jelas.,,,5,2013
50,VIII,KETENTUAN PERALIHAN,,,,,19,2," Rancangan Peraturan Bupati Banggai Laut sebagaimana dimaksud
pada ayat (1) dilaksanakan setelah disahkan oleh Gubernur Sulawesi
Tengah.",19-2,Cukup jelas.,,,5,2013
51,VIII,KETENTUAN PERALIHAN,,,,,19,3," Proses pengesahan dan penetapan Peraturan Bupati Banggai Laut
sebagaimana dimaksud pada ayat (2) dilaksanakan sesuai dengan
peraturan perundang-undangan.",19-3,Cukup jelas.,,,5,2013
52,VIII,KETENTUAN PERALIHAN,,,,,20,,"Sebelum Bupati Banggai Laut bersama Dewan Perwakilan Rakyat Daerah
Kabupaten Banggai Laut menetapkan peraturan daerah, dan Bupati
Banggai Laut menetapkan peraturan bupati sebagai pelaksanaan Undang-
Undang ini, semua peraturan daerah dan Peraturan Bupati Banggai
Kepulauan sepanjang tidak bertentangan dengan Undang-Undang ini tetap
berlaku di Kabupaten Banggai Laut.",20-,Cukup jelas.,,Cukup jelas.,5,2013
53,IX,KETENTUAN PENUTUP,,,,,21,,"Pada saat Undang-Undang ini mulai berlaku, semua ketentuan dalam
peraturan perundang-undangan yang berkaitan dengan Kabupaten
Banggai Laut harus disesuaikan dengan Undang-Undang ini.",21-,Cukup jelas.,,Cukup jelas.,5,2013
54,IX,KETENTUAN PENUTUP,,,,,22,,"Undang-Undang ini mulai berlaku pada tanggal diundangkan.
Agar setiap orang mengetahuinya, memerintahkan pengundangan
Undang-Undang ini dengan penempatannya dalam Lembaran Negara
Republik Indonesia.
Disahkan di Jakarta
pada tanggal 11 Januari 2013
PRESIDEN REPUBLIK INDONESIA,
DR. H. SUSILO BAMBANG YUDHOYONO
Diundangkan di Jakarta
pada tanggal 11 Januari 2013
MENTERI HUKUM DAN HAK ASASI MANUSIA
REPUBLIK INDONESIA,
AMIR SYAMSUDIN",22-,Cukup jelas.,,Cukup jelas.,5,2013
0,I,KETENTUAN UMUM,,,,,1,,"Dalam Undang-Undang ini, yang dimaksud dengan:
1. Pemerintah pusat, selanjutnya disebut Pemerintah, adalah Presiden
Republik Indonesia yang memegang kekuasaan pemerintahan negara
Republik Indonesia sebagaimana dimaksud dalam Undang-Undang
Dasar Negara Republik Indonesia Tahun 1945.
2. Daerah otonom, selanjutnya disebut daerah, adalah kesatuan
masyarakat hukum yang mempunyai batas-batas wilayah yang
berwenang mengatur dan mengurus urusan pemerintahan dan
kepentingan masyarakat setempat menurut prakarsa sendiri
berdasarkan aspirasi masyarakat dalam sistem Negara Kesatuan
Republik Indonesia.
3. Provinsi Maluku Utara adalah provinsi sebagaimana dimaksud dalam
Undang-Undang Nomor 46 Tahun 1999 tentang Pembentukan Propinsi
Maluku Utara, Kabupaten Buru, dan Kabupaten Maluku Tenggara
Barat;
4. Kabupaten Kepulauan Sula adalah kabupaten sebagaimana dimaksud
dalam Undang-Undang Nomor 1 Tahun 2003 tentang Pembentukan
Kabupaten Halmahera Utara, Kabupaten Halmahera Selatan, Kabupaten
Kepulauan Sula, Kabupaten Halmahera Timur dan Kota Tidore
Kepulauan di Provinsi Maluku Utara yang merupakan kabupaten asal
Kabupaten Pulau Taliabu.",1-,Cukup jelas.,,Cukup jelas.,6,2013
1,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kesatu,Pembentukan,,,2,,"Dengan Undang-Undang ini dibentuk Kabupaten Pulau Taliabu di wilayah
Provinsi Maluku Utara dalam Negara Kesatuan Republik Indonesia.",2-,Cukup jelas.,,Cukup jelas.,6,2013
2,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kedua,Cakupan Wilayah,,,3,1," Kabupaten Pulau Taliabu berasal dari sebagian wilayah Kabupaten
Kepulauan Sula yang terdiri atas cakupan wilayah:
a. Kecamatan Taliabu Barat;
b. Kecamatan Taliabu Barat Laut;
c. Kecamatan Lede;
d. Kecamatan Taliabu Utara;
e. Kecamatan Taliabu Timur;
f. Kecamatan Taliabu Timur Selatan;
g. Kecamatan Taliabu Selatan; dan
h. Kecamatan Tabona.",3-1,"Ayat (1)
Huruf a
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Barat adalah Desa Bobong, Desa Talo, Desa
Kawalo, Desa Limbo, Desa Maranti Jaya, Desa Karamat,
Desa Holbota, Desa Pancoran, Desa Wayo, Desa Kilong,
Desa Ratahaya, Desa Loho Bubba, dan Desa Woyo.
Huruf b
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Barat Laut adalah Desa Nggele, Desa Salati,
Desa Beringin Jaya, Desa Kasango, dan Desa Oneway.
Huruf c
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lede adalah Desa Lede, Desa Todoli, Desa Tolong, Desa
Langganu, dan Desa Balahong.
Huruf d
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Utara adalah Desa Mananga, Desa Tanjung Una,
Desa Jorjoga, Desa Gela, Desa Minton, Desa Nunca,
Desa Sahu, Desa Mbono, Desa Hai, Desa Tikong, Desa
Dege, Desa Air Bulan, Desa Air Kalimat, Desa Ufung,
Desa Padang, Desa Natang Kuning, Desa Nunu, Desa
London, dan Desa Wahe.
Huruf e
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Timur adalah Desa Penu, Desa Parigi, Desa
Samuya, dan Desa Tubang.
Huruf f
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Timur Selatan adalah Desa Waikadai, Desa
Losseng, Desa Kawadang, Desa Sofan, Desa Mantarara,
Desa Belo, Desa Kamaya, Desa Waikoka, dan Desa
Waikadai Sula.
Huruf g
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Selatan adalah Desa Bahu, Desa Bapenu, Desa
Kilo, Desa Pancado, Desa Maluli, Desa Nggaki, Desa
Sumbong, Desa Galebo, dan Desa Nggoli.
Huruf h
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Tabona adalah Desa Tabona, Desa Kabunu, Desa Peleng,
Desa Fayaunana, Desa Habunuha, Desa Kataga, dan
Desa Wolio.
Ayat (2)
Cukup jelas.",1,"Huruf a
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Barat adalah Desa Bobong, Desa Talo, Desa
Kawalo, Desa Limbo, Desa Maranti Jaya, Desa Karamat,
Desa Holbota, Desa Pancoran, Desa Wayo, Desa Kilong,
Desa Ratahaya, Desa Loho Bubba, dan Desa Woyo.
Huruf b
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Barat Laut adalah Desa Nggele, Desa Salati,
Desa Beringin Jaya, Desa Kasango, dan Desa Oneway.
Huruf c
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lede adalah Desa Lede, Desa Todoli, Desa Tolong, Desa
Langganu, dan Desa Balahong.
Huruf d
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Utara adalah Desa Mananga, Desa Tanjung Una,
Desa Jorjoga, Desa Gela, Desa Minton, Desa Nunca,
Desa Sahu, Desa Mbono, Desa Hai, Desa Tikong, Desa
Dege, Desa Air Bulan, Desa Air Kalimat, Desa Ufung,
Desa Padang, Desa Natang Kuning, Desa Nunu, Desa
London, dan Desa Wahe.
Huruf e
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Timur adalah Desa Penu, Desa Parigi, Desa
Samuya, dan Desa Tubang.
Huruf f
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Timur Selatan adalah Desa Waikadai, Desa
Losseng, Desa Kawadang, Desa Sofan, Desa Mantarara,
Desa Belo, Desa Kamaya, Desa Waikoka, dan Desa
Waikadai Sula.
Huruf g
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Selatan adalah Desa Bahu, Desa Bapenu, Desa
Kilo, Desa Pancado, Desa Maluli, Desa Nggaki, Desa
Sumbong, Desa Galebo, dan Desa Nggoli.
Huruf h
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Tabona adalah Desa Tabona, Desa Kabunu, Desa Peleng,
Desa Fayaunana, Desa Habunuha, Desa Kataga, dan
Desa Wolio.",6,2013
3,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kedua,Cakupan Wilayah,,,3,2," Cakupan wilayah sebagaimana dimaksud pada ayat (1) digambarkan
dalam peta wilayah yang tercantum dalam lampiran dan merupakan
bagian yang tidak terpisahkan dari Undang-Undang ini.",3-2,"Ayat (1)
Huruf a
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Barat adalah Desa Bobong, Desa Talo, Desa
Kawalo, Desa Limbo, Desa Maranti Jaya, Desa Karamat,
Desa Holbota, Desa Pancoran, Desa Wayo, Desa Kilong,
Desa Ratahaya, Desa Loho Bubba, dan Desa Woyo.
Huruf b
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Barat Laut adalah Desa Nggele, Desa Salati,
Desa Beringin Jaya, Desa Kasango, dan Desa Oneway.
Huruf c
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Lede adalah Desa Lede, Desa Todoli, Desa Tolong, Desa
Langganu, dan Desa Balahong.
Huruf d
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Utara adalah Desa Mananga, Desa Tanjung Una,
Desa Jorjoga, Desa Gela, Desa Minton, Desa Nunca,
Desa Sahu, Desa Mbono, Desa Hai, Desa Tikong, Desa
Dege, Desa Air Bulan, Desa Air Kalimat, Desa Ufung,
Desa Padang, Desa Natang Kuning, Desa Nunu, Desa
London, dan Desa Wahe.
Huruf e
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Timur adalah Desa Penu, Desa Parigi, Desa
Samuya, dan Desa Tubang.
Huruf f
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Timur Selatan adalah Desa Waikadai, Desa
Losseng, Desa Kawadang, Desa Sofan, Desa Mantarara,
Desa Belo, Desa Kamaya, Desa Waikoka, dan Desa
Waikadai Sula.
Huruf g
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Taliabu Selatan adalah Desa Bahu, Desa Bapenu, Desa
Kilo, Desa Pancado, Desa Maluli, Desa Nggaki, Desa
Sumbong, Desa Galebo, dan Desa Nggoli.
Huruf h
Desa/Kelurahan yang masuk dalam cakupan Kecamatan
Tabona adalah Desa Tabona, Desa Kabunu, Desa Peleng,
Desa Fayaunana, Desa Habunuha, Desa Kataga, dan
Desa Wolio.
Ayat (2)
Cukup jelas.",2,Cukup jelas.,6,2013
4,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Kedua,Cakupan Wilayah,,,4,,"Dengan terbentuknya Kabupaten Pulau Taliabu, sebagaimana dimaksud
dalam Pasal 2, wilayah Kabupaten Kepulauan Sula dikurangi dengan
wilayah Kabupaten Pulau Taliabu sebagaimana dimaksud dalam Pasal 3.",4-,"Yang dimaksud wilayah Kabupaten Kepulauan Sula setelah
terbentuknya Kabupaten Pulau Taliabu adalah mencakup wilayah
Kecamatan Mangoli Timur, Kecamatan Sanana, Kecamatan
Sulabesi Barat, Kecamatan Mangoli Barat, Kecamatan Sulabesi
Tengah, Kecamatan Sulabesi Timur, Kecamatan Sulabesi Selatan,
Kecamatan Mangoli Utara Timur, Kecamatan Mangoli Tengah,
Kecamatan Mangoli Selatan, Kecamatan Mangoli Utara, dan
Kecamatan Sanana Utara.",,"Yang dimaksud wilayah Kabupaten Kepulauan Sula setelah
terbentuknya Kabupaten Pulau Taliabu adalah mencakup wilayah
Kecamatan Mangoli Timur, Kecamatan Sanana, Kecamatan
Sulabesi Barat, Kecamatan Mangoli Barat, Kecamatan Sulabesi
Tengah, Kecamatan Sulabesi Timur, Kecamatan Sulabesi Selatan,
Kecamatan Mangoli Utara Timur, Kecamatan Mangoli Tengah,
Kecamatan Mangoli Selatan, Kecamatan Mangoli Utara, dan
Kecamatan Sanana Utara.",6,2013
5,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,5,1," Kabupaten Pulau Taliabu mempunyai batas-batas wilayah:
a. sebelah utara berbatasan dengan Laut Maluku;
b. sebelah timur berbatasan dengan Selat Capalulu;
c. sebelah selatan berbatasan dengan Laut Banda; dan
d. sebelah barat berbatasan dengan Laut Maluku.",5-1,"Ayat (1)
Cukup jelas.
Ayat (2)
Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kepulauan
Sula, Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kepulauan Sula, Gubernur Maluku Utara, dan Pimpinan
Dewan Perwakilan Rakyat Daerah Provinsi Maluku Utara
yang wilayah cakupannya berbatasan dengan daerah otonom
baru pada peta yang diterbitkan Badan Informasi Geospasial
(BIG).",1,Cukup jelas.,6,2013
6,II,"PEMBENTUKAN, CAKUPAN WILAYAH,
BATAS WILAYAH, DAN IBU KOTA",Ketiga,Batas Wilayah,,,5,2," Batas wilayah sebagaimana dimaksud pada ayat (1) digambarkan
dalam peta wilayah lengkap dengan titik-titik koordinat dan telah
mendapatkan persetujuan dari pihak-pihak terkait yang tercantum
dalam lampiran dan merupakan bagian yang tidak terpisahkan dari
Undang-Undang ini.",5-2,"Ayat (1)
Cukup jelas.
Ayat (2)
Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kepulauan
Sula, Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kepulauan Sula, Gubernur Maluku Utara, dan Pimpinan
Dewan Perwakilan Rakyat Daerah Provinsi Maluku Utara
yang wilayah cakupannya berbatasan dengan daerah otonom
baru pada peta yang diterbitkan Badan Informasi Geospasial
(BIG).",2,"Lampiran peta cakupan wilayah yang digambarkan dengan
skala 1:100.000.
Yang dimaksud dengan persetujuan pihak-pihak terkait
adalah persetujuan berupa tanda tangan Bupati Kepulauan
Sula, Pimpinan Dewan Perwakilan Rakyat Daerah Kabupaten
Kepulauan Sula, Gubernur Maluku Utara, dan Pimpinan
Dewan Perwakilan Rakyat Daerah Provinsi Maluku Utara
yang wilayah cakupannya berbatasan dengan daerah otonom
baru pada peta yang diterbitkan Badan Informasi Geospasial
(BIG).",6,2013
